,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
627,MDC,"M.D.C. Holdings, Inc.",4704740313,Consumer Cyclical,Residential Construction,1.545,62.69,2.15,504454,New York Stock Exchange,NYSE,US,False,False,True
628,OGN,Organon & Co.,4697348250,Healthcare,Drug Manufacturers—General,0.771,18.375,1.12,497832,New York Stock Exchange,NYSE,US,False,False,True
629,RDN,Radian Group Inc.,4690378080,Financial Services,Insurance—Specialty,1.008,30.96,0.98,751528,New York Stock Exchange,NYSE,US,False,False,True
630,ASGN,ASGN Incorporated,4683480000,Technology,Information Technology Services,1.498,100.72,0.0,30280,New York Stock Exchange,NYSE,US,False,False,True
631,JXN,Jackson Financial Inc.,4679889848,Financial Services,Insurance—Life,1.544,59.495,2.8,405709,New York Stock Exchange,NYSE,US,False,False,True
632,GATX,GATX Corporation,4676770000,Industrials,Rental & Leasing Services,0.98,131.74,2.32,14052,New York Stock Exchange,NYSE,US,False,False,True
633,THG,"The Hanover Insurance Group, Inc.",4668730035,Financial Services,Insurance—Property & Casualty,0.676,130.335,3.4,12450,New York Stock Exchange,NYSE,US,False,False,True
634,WK,Workiva Inc.,4667955390,Technology,Software—Application,1.032,85.29,0.0,81268,New York Stock Exchange,NYSE,US,False,False,True
635,BMI,"Badger Meter, Inc.",4647376697,Technology,Scientific & Technical Instruments,0.854,158.332,1.04,14215,New York Stock Exchange,NYSE,US,False,False,True
636,ALK,"Alaska Air Group, Inc.",4611376616,Industrials,Airlines,1.624,36.584,0.0,511815,New York Stock Exchange,NYSE,US,False,False,True
637,AMR,"Alpha Metallurgical Resources, Inc.",4600023427,Basic Materials,Coking Coal,1.397,353.995,2.0,78549,New York Stock Exchange,NYSE,US,False,False,True
638,GBCI,"Glacier Bancorp, Inc.",4582334560,Financial Services,Banks—Regional,0.776,40.42,1.32,82166,New York Stock Exchange,NYSE,US,False,False,True
639,BIPC,Brookfield Infrastructure Corporation,4570511880,Utilities,Utilities—Regulated Gas,1.358,34.68,1.62,48507,New York Stock Exchange,NYSE,US,False,False,True
640,BEPC,Brookfield Renewable Corporation,4566703000,Utilities,Utilities—Renewable,0.886,25.42,1.42,90084,New York Stock Exchange,NYSE,US,False,False,True
641,MDU,"MDU Resources Group, Inc.",4564670490,Industrials,Conglomerates,0.674,22.41,0.5,187995,New York Stock Exchange,NYSE,US,False,False,True
642,LNC,Lincoln National Corporation,4558157685,Financial Services,Insurance—Life,1.775,26.865,1.8,297835,New York Stock Exchange,NYSE,US,False,False,True
643,IDA,"IDACORP, Inc.",4552478752,Utilities,Utilities—Regulated Electric,0.556,89.92,3.32,49923,New York Stock Exchange,NYSE,US,False,False,True
644,HUN,Huntsman Corporation,4539578000,Basic Materials,Chemicals,1.127,26.35,1.0,164136,New York Stock Exchange,NYSE,US,False,False,True
645,FG,"F&G Annuities & Life, Inc.",4539113862,Financial Services,Insurance—Life,0.0,35.93,0.84,7044,New York Stock Exchange,NYSE,US,False,False,True
646,DNB,"Dun & Bradstreet Holdings, Inc.",4534956660,Financial Services,Financial Data & Stock Exchanges,1.16,10.335,0.2,263726,New York Stock Exchange,NYSE,US,False,False,True
647,CWEN,"Clearway Energy, Inc.",4488007296,Utilities,Utilities—Renewable,0.97,22.47,1.61,86783,New York Stock Exchange,NYSE,US,False,False,True
648,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,4484077167,Healthcare,Biotechnology,0.0,55.28,0.0,225903,New York Stock Exchange,NYSE,US,False,False,True
649,AEO,"American Eagle Outfitters, Inc.",4443617310,Consumer Cyclical,Apparel Retail,1.577,22.495,0.5,1346459,New York Stock Exchange,NYSE,US,False,False,True
650,MSGS,Madison Square Garden Sports Corp.,4431162328,Communication Services,Entertainment,0.704,185.045,0.0,11631,New York Stock Exchange,NYSE,US,False,False,True
651,GME,GameStop Corp.,4414677300,Consumer Cyclical,Specialty Retail,-0.384,14.45,0.0,991888,New York Stock Exchange,NYSE,US,False,False,True
652,AEL,American Equity Investment Life Holding Company,4414243000,Financial Services,Insurance—Life,0.789,55.595,0.0,32011,New York Stock Exchange,NYSE,US,False,False,True
653,AQNB,Algonquin Power & Utilities Cor,4396953718,Industrials,,0.0,25.235,1.9375,1405,New York Stock Exchange,NYSE,US,False,False,True
654,HRI,Herc Holdings Inc.,4333273802,Industrials,Rental & Leasing Services,2.275,153.01,2.66,39693,New York Stock Exchange,NYSE,US,False,False,True
655,SQSP,"Squarespace, Inc.",4330735950,Technology,Software—Infrastructure,0.487,31.71,0.0,87772,New York Stock Exchange,NYSE,US,False,False,True
656,VMI,"Valmont Industries, Inc.",4330150716,Industrials,Conglomerates,1.024,214.19,2.4,28949,New York Stock Exchange,NYSE,US,False,False,True
657,GKOS,Glaukos Corporation,4323465608,Healthcare,Medical Devices,1.08,87.395,0.0,42584,New York Stock Exchange,NYSE,US,False,False,True
658,PFSI,"PennyMac Financial Services, Inc.",4318166766,Financial Services,Mortgage Finance,1.662,85.63,0.8,48579,New York Stock Exchange,NYSE,US,False,False,True
659,MGY,Magnolia Oil & Gas Corporation,4296697500,Energy,Oil & Gas E&P,2.04,23.55,0.48,772166,New York Stock Exchange,NYSE,US,False,False,True
660,FUL,H.B. Fuller Company,4273216640,Basic Materials,Specialty Chemicals,1.513,78.83,0.82,17143,New York Stock Exchange,NYSE,US,False,False,True
661,AAP,"Advance Auto Parts, Inc.",4272243600,Consumer Cyclical,Specialty Retail,1.162,71.8,1.0,245508,New York Stock Exchange,NYSE,US,False,False,True
662,GTES,Gates Industrial Corporation plc,4267976650,Industrials,Specialty Industrial Machinery,1.552,16.15,0.0,352308,New York Stock Exchange,NYSE,US,False,False,True
663,KNF,Knife River Corporation,4262051324,Basic Materials,Building Materials,,75.33,0.0,76192,New York Stock Exchange,NYSE,US,False,False,True
664,NJR,New Jersey Resources Corporation,4259490655,Utilities,Utilities—Regulated Gas,0.65,43.33,1.68,59342,New York Stock Exchange,NYSE,US,False,False,True
665,KRC,Kilroy Realty Corporation,4254240760,Real Estate,REIT—Office,1.035,36.26,2.16,93827,New York Stock Exchange,NYSE,US,False,False,True
666,BGC,"BGC Group, Inc",4250535329,Financial Services,Capital Markets,1.523,8.485,0.04,1047663,New York Stock Exchange,NYSE,US,False,False,True
667,BOX,"Box, Inc.",4234498590,Technology,Software—Infrastructure,0.835,29.49,0.0,600203,New York Stock Exchange,NYSE,US,False,False,True
668,ASAN,"Asana, Inc.",4230385217,Technology,Software—Application,1.27,19.01,0.0,877523,New York Stock Exchange,NYSE,US,False,False,True
669,POR,Portland General Electric Company,4225536740,Utilities,Utilities—Regulated Electric,0.584,41.77,1.9,99810,New York Stock Exchange,NYSE,US,False,False,True
670,ABG,"Asbury Automotive Group, Inc.",4221404249,Consumer Cyclical,Auto & Truck Dealerships,1.168,206.89,0.0,17065,New York Stock Exchange,NYSE,US,False,False,True
671,MOD,Modine Manufacturing Company,4185084089,Consumer Cyclical,Auto Parts,2.283,80.1622,0.0,449327,New York Stock Exchange,NYSE,US,False,False,True
672,TDW,Tidewater Inc.,4156075161,Energy,Oil & Gas Equipment & Services,1.173,79.51,0.0,246933,New York Stock Exchange,NYSE,US,False,False,True
673,ORA,"Ormat Technologies, Inc.",4145449252,Utilities,Utilities—Renewable,0.475,68.68,0.48,98045,New York Stock Exchange,NYSE,US,False,False,True
674,CWAN,"Clearwater Analytics Holdings, Inc.",4115829577,Technology,Software—Application,0.441,16.82,0.0,253233,New York Stock Exchange,NYSE,US,False,False,True
675,SNDR,"Schneider National, Inc.",4084200811,Industrials,Trucking,0.847,23.2076,0.38,155879,New York Stock Exchange,NYSE,US,False,False,True
676,ACA,"Arcosa, Inc.",4078019143,Industrials,Infrastructure Operations,0.648,83.975,0.2,22346,New York Stock Exchange,NYSE,US,False,False,True
677,HAE,Haemonetics Corporation,4060094765,Healthcare,Medical Instruments & Supplies,0.34,79.945,0.0,56731,New York Stock Exchange,NYSE,US,False,False,True
678,APLE,"Apple Hospitality REIT, Inc.",4052806280,Real Estate,REIT—Hotel & Motel,1.1,16.78,0.96,388813,New York Stock Exchange,NYSE,US,False,False,True
679,DY,"Dycom Industries, Inc.",4011599972,Industrials,Engineering & Construction,1.367,137.895,0.0,79682,New York Stock Exchange,NYSE,US,False,False,True
680,GOLF,Acushnet Holdings Corp.,4006515570,Consumer Cyclical,Leisure,0.878,63.1,0.86,35176,New York Stock Exchange,NYSE,US,False,False,True
681,SPR,"Spirit AeroSystems Holdings, Inc.",4000927175,Industrials,Aerospace & Defense,1.74,34.475,0.0,1136837,New York Stock Exchange,NYSE,US,False,False,True
